PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
2600600,29737,6688,15135,7914,7481,11507,10749,1185,175,80,1512,6159,620,3906,735,268,1021,215,731,29,1316,2716,3353,239,2585,1024,1868,2388,7801,8004,4856,0.2249050005044221,0.5089618993173488,0.26613310017822916,0.2515721155462891,0.38695900729730637,0.36146887715640447,0.039849345932676465,0.0058849245048256385,0.002690251202206006,0.050845747721693514,0.2071157144298349,0.020849446817096547,0.13135151494770825,0.02471668292026768,0.00901234152739012,0.03433433096815415,0.007230050105928641,0.02458217036015738,0.0009752160607996771,0.0442546322762888,0.0913340283148939,0.11275515351245922,0.008037125466590442,0.08692874197128157,0.03443521538823688,0.06281736557151024,0.10360536248861121,0.3384528612955009,0.3472601848236366,0.2106815913922513
2600700,59254,14723,30796,13735,14096,20370,24788,372,47,105,2524,13868,1426,8205,615,410,973,310,1220,145,2382,4175,11982,652,5986,1693,2164,4519,14301,15998,9713,0.24847267695007932,0.51972862591555,0.23179869713437068,0.2378911128362642,0.3437742599655719,0.41833462719816383,0.00627805717757451,0.0007931953960914031,0.0017720322678637728,0.042596280419887264,0.23404327134033145,0.024065885847368955,0.13847166436021197,0.010379046140344956,0.006919364093563304,0.016420832348870963,0.0052317143146454245,0.020589327302798124,0.0024470921794309246,0.040199817733823875,0.07045937826982145,0.20221419650994027,0.011003476558544572,0.10102271576602423,0.02857191075707969,0.0365207412157829,0.10147986795715344,0.32114706608879207,0.35925535020547483,0.21811771574857963
2600801,71748,18700,36865,16183,16459,24587,30702,1276,28,106,2482,23122,2309,6226,673,766,1228,603,2309,234,5765,5251,7176,781,6924,2446,2043,6133,16021,17476,13418,0.26063444277192394,0.5138122316998384,0.22555332552823773,0.22940012265150247,0.3426855103975024,0.42791436695099516,0.01778446785973128,0.0003902547806210626,0.0014773930980654514,0.034593298767909904,0.32226682276857893,0.032182081730501196,0.08677593800524057,0.00938005240564197,0.010676255784133356,0.01711545966438089,0.008404415454089313,0.032182081730501196,0.003261414952333166,0.0803506717957295,0.0731867090371857,0.10001672520488376,0.010885320845180353,0.09650443217929419,0.03409154262139711,0.028474661314601104,0.1156122756748605,0.3020095008294375,0.32943749057457394,0.252940732921128
2600802,57780,15556,29482,12742,11884,18053,27843,2447,33,14,3589,19708,2552,4007,2251,216,646,476,1954,240,3198,7308,3492,248,3167,1813,421,4627,12877,13754,10966,0.26922810661128416,0.5102457597784701,0.22052613361024576,0.2056767047421253,0.31244375216337833,0.4818795430944964,0.0423502942194531,0.0005711318795430945,0.00024229837313949465,0.06211491865697473,0.34108688127379716,0.044167532017999306,0.06934925579785393,0.038958116995500176,0.003738317757009346,0.011180339217722395,0.008238144686742818,0.03381793007961232,0.004153686396677051,0.055347871235721706,0.1264797507788162,0.06043613707165109,0.004292142609899619,0.05481135340948425,0.03137763932156456,0.00728625822083766,0.10958222811671088,0.3049687381583933,0.32573891625615764,0.2597101174687382
2600900,43035,10225,22621,10189,8324,14150,20561,1784,27,37,2590,14301,2120,3364,1559,203,315,171,1261,110,3238,2908,2565,1504,2677,1202,1099,3638,10785,10949,7438,0.23759730451957708,0.5256419193679563,0.2367607761124666,0.19342395724410363,0.32880213779481815,0.4777739049610782,0.041454629952364354,0.0006273963053328686,0.0008597653073080051,0.060183571511560355,0.3323109097246427,0.04926222841872894,0.07816893226443593,0.03622632740792378,0.004717090740095272,0.0073196235622168,0.003973509933774834,0.029301731149064716,0.0025560590217265015,0.07524108283954921,0.0675729057743697,0.059602649006622516,0.03494829789706053,0.062205181828744044,0.02793075403741141,0.025537353317067503,0.11088082901554404,0.32871075891496493,0.3337092349893325,0.2266991770801585
2601001,128669,33835,65151,29683,38999,40058,49612,558,1,532,7092,18529,14076,12191,7712,1056,2164,1052,2460,4833,28810,5156,9294,958,7358,4079,758,10219,28477,31188,24950,0.26296155251070574,0.5063457398440961,0.23069270764519814,0.30309553971819164,0.3113259604100444,0.38557849987176396,0.004336708919786428,7.771879784563492e-06,0.004134640045387778,0.05511817143212429,0.14400516052817694,0.10939697984751572,0.09474698645361354,0.05993673689855365,0.008207105052499048,0.016818347853795396,0.008176017533360794,0.019118824270026192,0.03756149499879536,0.22390785659327422,0.04007181216920937,0.0722318507177331,0.0074454608336118255,0.057185491454818174,0.031701497641234484,0.005891084876699127,0.10775671172786132,0.3002825990678449,0.3288693928337938,0.26309129637050005
2601002,130193,36002,66647,27544,29426,41009,59758,66,19,245,2908,18649,4643,9500,957,1480,3420,1918,8641,400,10324,9918,35165,1068,11986,4670,4216,9675,25436,31739,27341,0.2765279239283218,0.5119092424323889,0.21156283363928935,0.2260182959145269,0.31498621277641653,0.45899549130905654,0.0005069396972187445,0.0001459371855629719,0.001881821603312006,0.022336070295638014,0.14324118808230857,0.03566243960888834,0.07296859278148594,0.007350625609671795,0.01136773866490518,0.02626869340133494,0.014731974837356847,0.06637069581313895,0.003072361801325724,0.07929765809221694,0.07617921086387133,0.2700990068590477,0.008203206009539683,0.09206332137672532,0.03586982403047783,0.03238269338597313,0.10271682007835144,0.2700470320943615,0.3369642534849402,0.29027189434234696
2601003,128673,33809,67562,27302,29481,40113,59079,314,28,96,3344,21916,6417,10097,2474,2216,11202,764,6028,2387,19191,7258,20255,1666,8327,3528,1165,9573,26179,31055,28057,0.2627513153497626,0.5250674189612429,0.2121812656889946,0.2291156652910867,0.3117437224592572,0.45914061224965613,0.002440294389654395,0.00021760586914115626,0.0007460772656268215,0.02598835808600095,0.17032322243205644,0.049870602224242847,0.07847023073993767,0.01922703286625788,0.017221950214885796,0.08705789093282973,0.005937531572280121,0.046847434970817496,0.018550900344283573,0.14914550838171178,0.05640654993666115,0.15741453140907571,0.012947549213898797,0.06471443115494314,0.02741833951178569,0.009053958483908824,0.10091288581548322,0.2759634845673807,0.32736338336987686,0.2957602462472592
2601004,34488,9174,17847,7467,8203,12013,14272,594,34,7,3543,7235,1847,4701,922,624,742,533,1107,1198,1575,3544,1210,766,2534,1405,367,2827,8247,8269,5971,0.26600556715379264,0.5174843423799582,0.21651009046624914,0.23785084667130596,0.34832405474367895,0.4138250985850151,0.01722338204592902,0.000985850150777082,0.0002029691486893992,0.10273138482950592,0.20978311296682906,0.05355485966133148,0.13630828114126653,0.026733936441660867,0.018093249826026444,0.021514729761076316,0.015454650893064255,0.03209812108559499,0.03473672001855718,0.045668058455114825,0.10276038042217583,0.03508466713059615,0.022210623985154256,0.07347483182556251,0.04073880770122941,0.010641382509858502,0.11167733270127202,0.32578810144584025,0.32665718574701746,0.23587738010587028
2601100,56420,14228,28717,13475,16819,18560,21041,1918,35,278,2492,9809,901,6523,986,654,1412,281,1584,4,6618,7343,6210,445,3674,1418,3835,3798,13996,14783,9615,0.2521800779865296,0.5089861751152074,0.23883374689826303,0.29810350939383196,0.32896136121942576,0.3729351293867423,0.033995037220843675,0.0006203473945409429,0.004927330733782347,0.044168734491315136,0.1738567883729174,0.01596951435661113,0.11561503013115916,0.01747607231478199,0.011591634172279333,0.0250265863169089,0.004980503367600142,0.028075150655795817,7.089684509039348e-05,0.117298830202056,0.13014888337468983,0.11006735200283588,0.007887274016306274,0.0651187522155264,0.025132931584544486,0.06797235023041474,0.09001706484641639,0.33172165339400833,0.3503744785741373,0.227886803185438
2601200,49174,12470,25511,11193,11298,18662,19214,894,375,198,2477,5985,1413,4669,1524,379,1392,349,1223,667,1688,6921,6553,516,7846,1306,2799,3210,12145,12992,8357,0.2535892951559767,0.5187904177004108,0.2276202871436125,0.2297555618822955,0.37950949688859964,0.3907349412291048,0.018180339203644202,0.0076259812095823,0.004026518078659455,0.050372147883027615,0.1217106601049335,0.028734697197706105,0.09494855004677269,0.030991987635742464,0.007707325009151177,0.028307642249969497,0.007097246512384594,0.024870866718184406,0.013564078578110383,0.03432708341806646,0.14074510920405092,0.13326147964371415,0.010493350144385244,0.1595558628543539,0.026558750559238623,0.05692032374832228,0.08745640802092415,0.33089036617262424,0.35396687009590233,0.22768635571054927
2601300,26475,6528,12999,6948,8177,10968,7330,431,105,12,1695,3216,732,4540,733,286,630,285,519,39,837,1947,3942,232,3586,934,1774,1953,7278,7121,3595,0.24657223796033995,0.4909915014164306,0.26243626062322944,0.30885741265344663,0.41427762039660054,0.2768649669499528,0.0162795089707271,0.00396600566572238,0.00045325779036827196,0.06402266288951841,0.12147308781869688,0.02764872521246459,0.17148253068932956,0.027686496694995278,0.010802644003777149,0.02379603399433428,0.01076487252124646,0.019603399433427763,0.0014730878186968838,0.03161473087818697,0.07354107648725212,0.14889518413597733,0.008762983947119924,0.13544853635505194,0.03527856468366383,0.06700661000944287,0.09790946006918333,0.36486689727778615,0.35699603950468745,0.1802276031483431
2601400,70865,16487,38061,16317,17578,22706,30581,211,58,273,3706,9456,2119,7862,820,656,1759,717,2589,3680,4115,6787,12750,979,6063,3605,2660,4685,16138,19212,14343,0.2326536371974882,0.5370916531433007,0.2302547096592112,0.24804910745784237,0.3204120510830452,0.4315388414591124,0.0029774924151555774,0.0008184576307062724,0.003852395399703662,0.05229662033443872,0.13343681648204334,0.029901926197699852,0.11094334297608129,0.011571297537571438,0.009257038030057152,0.02482184435193678,0.010117829676144783,0.03653425527411275,0.051929725534466946,0.05806815776476399,0.09577365413109433,0.17991956537077541,0.013815000352783461,0.08555704508572638,0.05087137514993297,0.03753616030480491,0.08615616609658318,0.29677443083599986,0.3533046452609511,0.26376475780646585
2601500,81679,21109,41985,18585,20644,28290,32745,275,46,569,2755,11187,2041,10503,1798,1625,2623,605,2605,405,8634,3996,16440,838,9243,2718,2773,5958,18801,21674,14137,0.25843852152940167,0.5140244126397238,0.22753706583087452,0.25274550374025145,0.3463558564624934,0.4008986397972551,0.0033668384774544254,0.0005631802544105584,0.006966294886078429,0.03372960001958888,0.13696298926284603,0.024988063027216297,0.1285887437407412,0.02201300211804748,0.019894954639503422,0.03211351755041075,0.007407044650399736,0.0318931426682501,0.004958434848614699,0.10570648514306002,0.04892322383966503,0.20127572570673,0.010259675069479304,0.11316250198949547,0.03327660720625865,0.03394997490174953,0.09836552748885587,0.31040118870728084,0.3578339111771504,0.2333993726267129
2601600,34519,7561,17930,9028,8018,13055,13446,1611,77,680,1670,6349,1426,3817,868,471,1149,116,662,159,2000,2737,5424,183,2186,1036,1898,2338,9964,9338,5318,0.21903879023146672,0.5194240852863641,0.26153712448216926,0.23227787595237406,0.3781975144123526,0.3895246096352733,0.04666994988267331,0.0022306555809843854,0.019699296039862105,0.04837915350966135,0.18392769199571252,0.04131058257771083,0.11057678380022597,0.02514557200382398,0.013644659462904487,0.033286016396766996,0.0033604681479764767,0.019177844085865755,0.004606158926967757,0.057939105999594426,0.07928966656044498,0.15713085547090008,0.00530142819896289,0.0633274428575567,0.030012456907789913,0.054984211593615114,0.0867275020402107,0.36961198901995695,0.3463906818013206,0.19726982713851177
2601701,48396,12931,24924,10541,12842,17367,18187,311,75,24,2524,7376,1363,6805,419,434,1097,322,2379,858,2309,3619,9245,730,5647,1418,1441,3491,10982,12531,8461,0.26719150343003556,0.515001239771882,0.2178072567980825,0.26535250847177455,0.35885197123729234,0.37579552029093316,0.006426150921563766,0.0015497148524671461,0.0004959087527894868,0.052153070501694355,0.1524092900239689,0.028163484585502933,0.14061079428051906,0.008657740309116455,0.008967683279609884,0.022667162575419456,0.006653442433258947,0.049156955120257875,0.017728737912224152,0.047710554591288534,0.07477890734771468,0.1910281841474502,0.015083891230680222,0.11668319695842631,0.02929994214397884,0.029775188032068765,0.0984350768363175,0.30965740871281544,0.35333427322712535,0.2385732412237417
2601702,42767,11156,22447,9164,11836,15711,15220,14,3,17,1609,2040,2607,6995,2033,3234,1784,321,1251,138,5728,2518,6824,233,3564,1237,617,3453,9465,10954,7739,0.2608553323824444,0.5248673042298969,0.2142773633876587,0.27675544228026283,0.36736268618327217,0.35588187153646506,0.00032735520377861436,7.014754366684594e-05,0.0003975027474454603,0.03762246591998503,0.04770032969345524,0.06095821544648911,0.1635606893165291,0.04753665209156593,0.07561905207285992,0.04171440596721771,0.007505787172352515,0.029251525709074754,0.003226787008674913,0.1339350433745645,0.05887717165103935,0.15956227932751887,0.005448125891458367,0.08333528187621297,0.02892417050529614,0.014427011480814647,0.10923412736072886,0.29942108759609,0.3465249438486603,0.24481984119452088
2601703,36837,6813,20987,9037,6425,10456,19956,6,10,4,1229,6968,1511,3313,687,342,818,204,959,68,1363,2913,9834,668,1265,1210,3465,2695,7994,10684,8651,0.1849499144881505,0.5697260906154139,0.24532399489643564,0.17441702635936693,0.2838450470993838,0.5417379265412493,0.00016287971333170455,0.0002714661888861742,0.00010858647555446968,0.03336319461411081,0.1891576404158862,0.04101854114070093,0.08993674837798953,0.01864972717648017,0.009284143659907158,0.022205934250889053,0.005537910253277954,0.02603360751418411,0.0018459700844259848,0.03700084154518555,0.07907810082254255,0.26695985015066376,0.018133941417596437,0.03434047289410104,0.03284740885522708,0.09406303444905936,0.0897615241140421,0.2662536637356781,0.3558486544098055,0.2881361577404743
2601704,45421,12481,22736,10204,12760,17917,14744,152,15,99,1993,4642,1503,8257,1334,534,1151,922,1824,184,1971,5102,6745,424,5816,1556,1197,3250,10749,11468,7473,0.27478479117588783,0.500561414323771,0.22465379450034126,0.28092732436538165,0.39446511525505823,0.3246075603795601,0.0033464696946346405,0.0003302437198652606,0.0021796085511107195,0.04387838224609762,0.10219942317430264,0.03309042073049911,0.18178815966183043,0.029369674820017174,0.011756676427203277,0.025340701437660994,0.020298980647718016,0.040157636335615685,0.004050989630347196,0.043394024790295235,0.11232689725017063,0.14849959269941215,0.009334889148191364,0.12804649831575704,0.03425728187402303,0.026353448845247793,0.0986642380085003,0.32632058287795995,0.34814814814814815,0.22686703096539163
2601801,74924,19630,38484,16810,18916,21697,34311,531,52,23,1786,6857,1404,7352,1386,757,3471,1151,3924,126,2808,19823,8693,696,8298,2522,3264,4535,13574,18175,19010,0.26199882547648284,0.5136404890288826,0.22436068549463456,0.25246916875767444,0.28958678127168863,0.4579440499706369,0.007087181677433132,0.0006940366237787625,0.00030697773744060646,0.023837488655170574,0.0915194063317495,0.018738988842026585,0.09812610111579734,0.01849874539533394,0.010103571619240831,0.046326944637232394,0.015362233730179916,0.05237307137899738,0.00168170412684854,0.03747797768405317,0.264574769099354,0.11602423789439965,0.009289413272115745,0.11075222892531099,0.03366077625326998,0.04356414500026694,0.08201613194921692,0.24548775635692843,0.328697507867038,0.34379860382681665
2601802,104000,20994,57120,25886,35719,22431,45850,78,0,627,2554,5451,1897,5232,3711,2005,2039,1216,4754,2477,4192,3952,40378,544,3675,3639,15579,9033,22172,28330,23471,0.2018653846153846,0.5492307692307692,0.24890384615384614,0.34345192307692307,0.2156826923076923,0.4408653846153846,0.00075,0.0,0.006028846153846154,0.024557692307692308,0.05241346153846154,0.018240384615384617,0.05030769230769231,0.03568269230769231,0.019278846153846153,0.019605769230769232,0.011692307692307693,0.04571153846153846,0.023817307692307693,0.04030769230769231,0.038,0.38825,0.005230769230769231,0.03533653846153846,0.03499038461538462,0.14979807692307692,0.10882345854516541,0.2671132207310315,0.3413006288702021,0.2827626918536009
2601900,64826,17501,33124,14201,15003,21056,28767,908,100,103,3345,7425,3114,8201,5994,505,6131,648,2768,36,3401,4427,5108,584,5631,2546,3851,4474,14518,16562,11771,0.26996883966309815,0.5109678215530805,0.2190633387838213,0.23143491808842132,0.3248079474285009,0.4437571344830778,0.014006725696479807,0.0015425909357356616,0.0015888686638077314,0.05159966680035788,0.11453737697837288,0.0480362817388085,0.1265078826396816,0.09246290068799556,0.007790084225465091,0.09457625026995341,0.009995989263567087,0.042698917101163116,0.0005553327368648382,0.05246351772436985,0.06829050072501774,0.07879554499737759,0.009008731064696265,0.0868632955912751,0.039274365223829946,0.059405176935180326,0.09453777073428421,0.30677231907025887,0.3499630216587427,0.2487268885367142
2602000,68423,15746,37203,15474,14375,22346,31702,613,51,150,2244,15406,1877,6587,1749,613,1554,329,2925,472,3749,5301,12488,646,6582,2524,2563,5322,16503,18175,12677,0.23012729637694926,0.5437206787191442,0.22615202490390657,0.210090174356576,0.32658608947283807,0.4633237361705859,0.008958975782996946,0.0007453634011955044,0.0021922452976338366,0.03279598965260219,0.2251582070356459,0.02743229615772474,0.0962687985034272,0.025561580170410533,0.008958975782996946,0.022711661283486548,0.004808324686143548,0.04274878330385981,0.006898265203221139,0.054791517472195024,0.07747394881837978,0.18251172851234235,0.009441269748476389,0.09619572366017275,0.036888180874852024,0.03745816465223682,0.10103081041061564,0.31328663363517284,0.3450272414905936,0.2406553144636179
2602101,45610,12276,22883,10451,11114,16346,18150,1606,21,8,3319,6458,2472,5174,1722,249,3231,475,1713,101,2606,2999,7176,556,4154,1171,399,3347,9910,11593,8484,0.2691515018636264,0.5017101512826134,0.22913834685376014,0.24367463275597456,0.3583863187897391,0.39793904845428635,0.035211576408682305,0.000460425345319009,0.00017540013155009868,0.07276912957684718,0.14159175619381714,0.05419864064898049,0.11344003508002631,0.03775487831615874,0.005459329094496821,0.0708397281297961,0.010414382810787107,0.03755755316816488,0.0022144266608199958,0.05713659285244464,0.06575312431484323,0.1573339180004385,0.012190309142731857,0.09107651830738873,0.025674194255645693,0.008748081561061171,0.10040799184016319,0.29729405411891763,0.3477830443391132,0.25451490970180596
2602102,78783,22550,40020,16213,19541,22550,36692,218,3,184,2336,13108,3753,7436,749,711,2797,1601,3825,87,4165,10071,14100,897,7805,2904,2033,5178,15272,19042,16741,0.28622926265818766,0.5079776093827348,0.20579312795907748,0.24803574375182463,0.28622926265818766,0.4657349935899877,0.002767094423923943,3.807928106317353e-05,0.00233552923854131,0.029651066854524455,0.16638107205869287,0.04763718061003008,0.09438584466191945,0.009507127172105657,0.009024789611972126,0.03550258304456545,0.02032164299404694,0.04855108335554625,0.0011042991508320322,0.05286673520937258,0.12783214652907354,0.17897262099691558,0.011385705037888884,0.0990695962326898,0.03686074406915198,0.025805059467143926,0.09208116230683051,0.27158430103320114,0.33862678498390625,0.2977077516760621
