PUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
2501400,58761,12201,30096,16464,11385,12927,34449,613,12,219,3545,6151,1939,6436,373,4729,931,510,6206,1326,2553,5989,6700,2010,3822,1895,2802,3883,9364,12926,20387,0.2076377188951856,0.5121764435595038,0.2801858375453107,0.19375095726757544,0.21999285240210342,0.5862561903303212,0.010432089310937526,0.0002042170827589728,0.0037269617603512533,0.060329129865046544,0.10467827300420347,0.03299807695580402,0.10952842871972907,0.006347747655758071,0.08047854869726519,0.015843842004050306,0.008679226017256344,0.10561426796684877,0.022565987644866493,0.04344718435697146,0.10192134238695734,0.11402120454042647,0.03420636136212794,0.06504314085873283,0.03224928098568779,0.047684688824220146,0.08339776632302405,0.20111683848797252,0.27762027491408936,0.4378651202749141
2501600,51782,12274,25279,14229,13484,15949,22349,276,12,170,2967,3442,1457,6611,1100,740,1194,297,1980,727,1769,8971,9825,743,4943,1772,2786,3642,9971,12315,13580,0.23703217334208798,0.4881812212738017,0.2747866053841103,0.2603993665752578,0.30800278088911204,0.43159785253563016,0.005330037464756093,0.00023174075933722144,0.003282994090610637,0.057297902746128,0.06647097446989302,0.028137190529527636,0.12766984666486425,0.021242902939245297,0.014290680159128655,0.02305820555405353,0.00573558379359623,0.03823722529064154,0.014039627669846665,0.03416245027229539,0.17324552933451778,0.18973774670735005,0.01434861534896296,0.09545788111699045,0.034220385462129695,0.05380247962612491,0.0921838614964058,0.25237926495899565,0.3117090209577807,0.3437278525868179
2501900,84241,19497,44510,20234,20173,25653,38415,0,0,527,1753,3850,1735,5511,1808,1006,6174,746,2147,1797,3367,9237,31501,935,5484,3089,3574,8595,15601,20097,20451,0.2314431215203998,0.5283650478982918,0.24019183058130839,0.23946771761968638,0.3045191771227787,0.4560131052575349,0.0,0.0,0.0062558611602426374,0.02080934461841621,0.04570221151220902,0.02059567194121627,0.06541945133604776,0.021462233354304912,0.011941928514618772,0.07328972827957883,0.008855545399508552,0.02548640210823708,0.02133165560712717,0.03996866134067734,0.10964969551643498,0.37393905580418085,0.011099108510107905,0.06509894232024786,0.036668605548367185,0.04242589712847663,0.13275361423452367,0.24096441369084393,0.3104071419745459,0.3158748301000865
2501901,72888,18783,35569,18536,18699,23003,31186,99,47,1130,3306,8196,2831,9909,3238,635,1427,1138,2273,810,2874,6646,15303,2543,5759,2307,2417,7046,14841,17307,14911,0.25769674020414884,0.48799528043024915,0.254307979365602,0.25654428712545274,0.31559378772911867,0.4278619251454286,0.001358248271320382,0.0006448249368894742,0.015503237844363955,0.04535726045439579,0.11244649324991768,0.03884041268795961,0.13594830424761278,0.04442432224783229,0.008711996487762046,0.0195779826583251,0.01561299528043025,0.03118483152233564,0.011112940401712216,0.039430358906815934,0.09118099001207332,0.20995225551531116,0.034889144989573045,0.07901163428822303,0.031651300625617385,0.03316046537152892,0.13022825986507716,0.27429997227612973,0.3198780149708899,0.27559375288790317
2501902,46728,11000,22881,12847,11926,15413,19389,30,30,292,3031,6072,2062,5428,2496,525,1064,485,1177,309,1782,5170,7728,969,4006,1434,2638,4571,10141,10997,10019,0.23540489642184556,0.48966358500256807,0.2749315185755864,0.25522170861153914,0.32984506077726417,0.4149332306111967,0.0006420133538777606,0.0006420133538777606,0.0062489299777435375,0.06486474918678309,0.12994350282485875,0.04412771785653142,0.11616161616161616,0.05341551104262968,0.011235233692860811,0.022770073617531243,0.010379215887690463,0.025188323917137476,0.006612737544940935,0.038135593220338986,0.11064030131826742,0.16538263995891114,0.02073703133025167,0.08573018318781031,0.03068823831535696,0.05645437425098442,0.12793887147335423,0.28383900582176447,0.3077978056426332,0.2804243170622481
2502400,59253,12819,31437,14997,10859,12975,35419,355,30,428,5414,10669,2714,4709,880,728,1222,334,5770,1170,2160,5873,7991,1076,3814,1706,2210,3885,10034,13347,19168,0.21634347627968203,0.5305554149157005,0.2531011088046175,0.18326498236376218,0.2189762543668675,0.5977587632693703,0.005991257826607936,0.000506303478304896,0.007223262957149849,0.09137090105142355,0.18005839366783116,0.04580358800398292,0.0794727693112585,0.014851568696943615,0.012286297740198808,0.02062342834961943,0.005636845391794508,0.09737903566064166,0.01974583565389094,0.03645385043795251,0.09911734426948847,0.1348623698378141,0.018159418088535603,0.06436804887516244,0.028791791132938418,0.03729768956846067,0.08366714045742343,0.2160916569754921,0.28744023775681615,0.41280096481026834
2502800,87430,20714,44756,21960,18208,22595,46627,85,0,123,7085,4823,5404,10322,2583,1834,3097,1696,11539,959,9731,2954,11036,1187,6948,3316,2708,7408,15199,19280,24829,0.23692096534370352,0.5119066681916962,0.2511723664646002,0.2082580349994281,0.2584353196843189,0.533306645316253,0.0009722063364977696,0.0,0.001406839757520302,0.08103625757749057,0.05516413130504404,0.06180944755804644,0.1180601624156468,0.02954363490792634,0.02097678142514011,0.035422623813336385,0.01939837584353197,0.13197986960997368,0.010968775020016013,0.11130046894658584,0.03378702962369896,0.12622669564222808,0.013576575546151206,0.07946928971748828,0.03792748484501887,0.030973350108658357,0.1110378320043168,0.22781641585226933,0.28898615024881585,0.372159601894598
2503301,78984,19288,41017,18679,16075,17384,45525,0,0,1,819,568,323,4694,365,2739,856,1487,2545,1312,2465,19157,25239,3690,10556,2018,150,6511,11037,15455,26693,0.24420135723690875,0.5193077078902056,0.23649093487288564,0.20352223235085587,0.2200952091562848,0.5763825584928594,0.0,0.0,1.266079205915122e-05,0.01036918869644485,0.007191329889597893,0.0040894358351058445,0.05942975792565583,0.004621189101590196,0.03467790945001519,0.010837638002633444,0.018826597791957864,0.032221715790539854,0.0166109591816064,0.03120885242580776,0.24254279347715993,0.31954573078091764,0.046718322698268006,0.13364732097640028,0.02554947837536716,0.001899118808872683,0.10906928437416243,0.18488675958188153,0.25889506834628784,0.4471488876976682
2503302,385436,97856,211204,76376,48085,65474,271877,10,0,592,5992,2119,4010,19119,19434,12132,56993,9349,66885,6426,25447,11665,53805,7055,38456,13193,32754,28058,53207,73734,132581,0.2538839132826202,0.5479612698346807,0.19815481688269906,0.12475482310941376,0.16986996544173352,0.7053752114488527,2.594464450648097e-05,0.0,0.0015359229547836735,0.015546030988283398,0.005497670170923318,0.01040380244709887,0.04960356583194097,0.05042082213389512,0.03147604271526271,0.14786631243578702,0.02425564814910906,0.173530754781598,0.016672028559864674,0.06602133687564213,0.030264427816810054,0.13959515976712086,0.018303946699322327,0.09977272491412323,0.03422876949740035,0.08497908861652778,0.09756589470755964,0.1850163432783921,0.2563947423325683,0.46102301968147996
2503303,89857,22025,49173,18659,13195,18003,58659,1,0,602,5238,3606,3903,5278,3895,4621,10232,2141,15327,725,4622,7243,9088,812,9621,2299,603,7478,13947,18404,28003,0.2451116774430484,0.5472361641274469,0.20765215842950466,0.14684443059527916,0.2003516698754688,0.652803899529252,1.1128793527493685e-05,0.0,0.006699533703551198,0.05829262049701192,0.040130429460142225,0.04343568113780785,0.05873777223811166,0.0433466507895879,0.05142615489054832,0.11386981537331538,0.023826746942363978,0.1705710183958957,0.008068375307432922,0.05143728368407581,0.08060585151963676,0.10113847557786261,0.009036580344324871,0.10707012252801673,0.02558509631970798,0.006710662497078692,0.11024295317844085,0.20561092109918622,0.2713173723316429,0.41282875339073005
2503304,86821,18615,48600,19606,11941,16020,58860,20,0,596,1718,394,1030,2666,111,398,191,848,5686,588,485,23425,38832,353,2627,2950,3903,7380,12530,18421,29875,0.21440665276833945,0.5597724052936501,0.2258209419380104,0.13753584962163531,0.18451757063383284,0.6779465797445319,0.00023035901452413588,0.0,0.006864698632819249,0.019787839347623272,0.004538072586125477,0.011863489247992997,0.03070685663606731,0.0012784925306089541,0.004584144389030304,0.0021999285887054974,0.00976722221582336,0.06549106782921182,0.006772555027009595,0.005586206102210295,0.26980799576139414,0.4472650626000622,0.004065836606350998,0.030257656557745247,0.03397795464231004,0.044954561684385115,0.10820162449051403,0.18370817816614374,0.27007887869102426,0.43801131865231796
2503305,34215,7526,17800,8889,7540,10012,16663,0,6,174,1578,829,624,3857,833,138,468,676,764,125,1482,3067,13131,568,2700,2209,986,3503,5858,7768,9560,0.21996200496858104,0.5202396609674119,0.25979833406400704,0.2203711822300161,0.29262019582054655,0.4870086219494374,0.0,0.00017536168347216134,0.005085488820692679,0.04612012275317843,0.024229139266403625,0.018237615081104778,0.11272833552535437,0.024346047055385064,0.004033318719859711,0.013678211310828584,0.01975741633786351,0.02232938769545521,0.0036533684056700277,0.043314335817623846,0.0896390472015198,0.3837790442788251,0.016600906035364606,0.0789127575624726,0.06456232646500074,0.028817769983925177,0.1312525759676271,0.21949117613998276,0.2910562403986661,0.358200007493724
2503306,29188,6733,15241,7214,7112,9409,12667,14,0,0,1113,1757,1915,3698,1693,337,396,362,532,387,2386,2756,4603,468,2707,1078,2986,3752,5570,6224,6909,0.2306769905440592,0.5221666438262299,0.24715636562971083,0.2436617788132109,0.32235850349458683,0.4339797176922023,0.00047964917089214745,0.0,0.0,0.03813210908592572,0.06019597094696451,0.06560915444703302,0.12669590242565437,0.058003289022886116,0.011545840756475264,0.013567219405235028,0.012402357133068384,0.018226668493901605,0.013258873509661505,0.08174592298204741,0.09442236535562559,0.15770179525832534,0.016033986569823216,0.09274359325750309,0.036932986158695356,0.10230231602028231,0.16708973502560676,0.24805165887330216,0.27717657537296814,0.3076820307281229
2503400,77095,18410,39481,19204,17636,19155,40304,92,0,0,2688,1205,1237,7171,165,3243,1884,2090,6351,1445,5251,13262,15856,2199,6542,3908,2506,6564,11279,15267,25575,0.23879629029119917,0.5121084376418704,0.2490952720669304,0.22875672871133018,0.2484596925870679,0.522783578701602,0.0011933329009663402,0.0,0.0,0.034866074323886116,0.015630066800700435,0.01604513911408003,0.09301511122640897,0.002140216615863545,0.04206498475906349,0.02443738245022375,0.027109410467604903,0.08237888319605681,0.018743109151047408,0.06811077242363318,0.17202153187625657,0.2056683312795901,0.028523250535054154,0.08485634606654129,0.050690706271483234,0.032505350541539656,0.11185141007071654,0.19219562068671722,0.26015165715259436,0.43580131208997186
2503500,64719,15109,33502,16108,13118,13377,38224,297,0,53,2645,1471,1672,5277,619,3350,4776,991,7560,1572,4649,10254,10400,1879,3346,2376,1532,4146,9227,13232,23005,0.23345539949628394,0.5176532393887421,0.24889136111497395,0.20269163615012592,0.20669355212534185,0.5906148117245322,0.00458906967042136,0.0,0.0008189248906812528,0.04086898746890403,0.022729028569662697,0.025834762589038766,0.08153710656839568,0.009564424666635764,0.051762233656267864,0.07379594863950309,0.015312350314436255,0.11681268251981644,0.02428962128586659,0.07183361918447442,0.15843878922727483,0.1606946955299062,0.02903320508660517,0.05170042800414098,0.03671255736337088,0.02367156476459772,0.08357186051199356,0.1859907276758718,0.26672041927030843,0.46371699254182625
2503601,63902,15887,31391,16624,16137,16235,31530,299,24,130,3741,7041,4071,9710,2108,1185,1204,688,3753,789,3809,6519,4286,3526,6245,2126,2648,4715,11647,14527,17126,0.24861506682106976,0.4912365810146787,0.26014835216425153,0.25252730743951673,0.254060905761948,0.49341178679853526,0.004679039779662608,0.00037557509937091174,0.0020343651215924386,0.05854276861444086,0.11018434477794123,0.0637069262307909,0.15195142562048136,0.03298801289474508,0.018544020531438766,0.01884135081844074,0.010766486181966135,0.05873055616412632,0.012347031391818723,0.059606898062658446,0.10201558636662389,0.06707145316265532,0.05517824168257644,0.09772777064880599,0.03326969421927326,0.041438452630590594,0.09819847964177861,0.24257003019889617,0.3025512860564407,0.35668020410288453
2503602,77443,16797,40694,19952,14893,19233,43317,6,17,105,6416,6486,5363,8782,2463,2200,3562,1108,5420,4817,3354,4275,11099,1136,5701,2911,2222,6294,13916,17952,22484,0.2168950066500523,0.5254703459318466,0.25763464741810105,0.19230918223725837,0.24835039964877395,0.5593404181139677,7.747633743527498e-05,0.00021951628939994577,0.0013558359051173122,0.0828480301641207,0.08375192076753225,0.06925093294422995,0.1133995325594308,0.031804036517180376,0.02840799039293416,0.04599511899074158,0.014307296979714113,0.06998695814986507,0.062200586237619926,0.043309272626318715,0.05520189042263342,0.14331831153235283,0.014668853221078729,0.0736154332864171,0.03758893637901424,0.0286920702968635,0.10378260726181446,0.2294627840253273,0.29601292748079017,0.3707416812320681
2503603,59052,12896,31844,14312,12608,13261,33183,0,0,23,2996,472,1351,4689,664,2677,12937,939,4228,1982,2117,5080,9273,1004,4424,2071,2125,4210,9171,12666,20109,0.21838379733116575,0.5392535392535392,0.242362663415295,0.2135067398225293,0.22456479035426405,0.5619284698232067,0.0,0.0,0.00038948723159249474,0.05073494547178758,0.007992955361376414,0.02287814129919393,0.0794045925624873,0.011244327033800718,0.04533292691187428,0.21907810065704802,0.015901239585450113,0.07159791370317686,0.03356363882679672,0.03584975953397006,0.08602587549955971,0.15703109124161757,0.01700196437038542,0.07491702228544334,0.03507078507078507,0.03598523335365441,0.09121241008752926,0.19869572753271514,0.2744171938642863,0.43567466851546927
2503900,68594,16730,34234,17630,16270,19076,33248,8,53,386,5077,2780,1877,11740,913,863,5253,1943,3467,1177,4413,3477,13655,1273,6426,2412,1401,4947,11860,15946,19111,0.24389888328425227,0.49908155232236057,0.2570195643933872,0.23719275738402776,0.27810012537539724,0.48470711724057497,0.00011662827652564365,0.0007726623319823891,0.005627314342362306,0.0740152199900866,0.04052832609266117,0.02736390937982914,0.17115199580138205,0.01331020205848908,0.012581275330203808,0.07658104207365075,0.0283260926611657,0.050543779339300814,0.017158935183835322,0.06433507303845817,0.05068956468495787,0.199069889494708,0.018558474502143044,0.09368166311922325,0.03516342537248156,0.020424526926553343,0.09538408144377603,0.2286749961437606,0.3074579669905908,0.3684829554218726
2504000,63642,14004,33102,16536,14980,19625,29037,9,0,465,3927,4053,2948,8358,2744,549,987,749,1470,1256,3696,4783,18006,511,4061,2899,2171,5719,12415,15430,16074,0.22004336758744225,0.5201282172150467,0.2598284151975111,0.23537915213223973,0.308365544766035,0.4562553031017253,0.00014141604600735364,0.0,0.007306495710379938,0.061704534741208635,0.06368435938531158,0.04632161151440872,0.13132836805882908,0.04311618113824204,0.008626378806448572,0.015508626378806449,0.011768957606611986,0.023097954181201093,0.01973539486502624,0.05807485622701989,0.07515477200590805,0.2829263693787122,0.008029288834417524,0.06381006253731812,0.04555167970836869,0.03411269287577386,0.1152141504492526,0.2501108022079858,0.3108505580402111,0.3238244893025505
2504200,50838,13638,24360,12840,14186,16384,20268,81,0,156,3184,6114,1642,11686,911,522,801,486,1279,317,1883,3039,7478,1573,6157,2179,1350,4502,10126,11598,10974,0.26826389708485776,0.4791691254573351,0.25256697745780715,0.2790432353751131,0.3222786104882175,0.3986781541366694,0.0015932963531216807,0.0,0.003068570754160274,0.06263031590542507,0.12026436917266611,0.0322986742200716,0.22986742200716,0.01791966639128211,0.010267909831228609,0.015755930603092175,0.009559778118730084,0.02515834611904481,0.006235493135056454,0.03703922262874228,0.0597781187300838,0.14709469294622132,0.030941421771116095,0.12111019316259491,0.04286163893150793,0.026554939218694677,0.12102150537634408,0.27220430107526883,0.3117741935483871,0.295
2504301,44608,11758,21901,10949,11909,14677,18022,379,35,42,3251,3390,973,6694,5452,323,476,299,1374,49,1287,4619,7225,687,4508,1499,2046,3831,9141,10113,9765,0.26358500717360117,0.49096574605451937,0.2454492467718795,0.26697005021520803,0.32902170014347204,0.4040082496413199,0.008496233859397417,0.0007846126255380201,0.0009415351506456241,0.07287930416068866,0.07599533715925394,0.02181223098995696,0.15006276901004303,0.12222022955523673,0.007240853658536586,0.010670731707317074,0.006702833572453371,0.030801649928263987,0.001098457675753228,0.028851327116212338,0.10354644906743185,0.16196646341463414,0.015400824964131993,0.10105810616929699,0.033603837876614064,0.045866212338593976,0.11662100456621005,0.2782648401826484,0.3078538812785388,0.29726027397260274
2504302,41835,9788,21621,10426,9376,14461,17998,3,0,303,1317,4826,1281,3896,745,960,1168,358,1189,253,1992,3309,12796,481,3493,1216,2249,3901,8466,10046,9634,0.2339667742321023,0.5168160631050556,0.2492171626628421,0.22411856101350544,0.34566750328672163,0.4302139356997729,7.171029042667623e-05,0.0,0.007242739333094299,0.03148081749731087,0.11535795386637983,0.030620294012190748,0.0931277638341102,0.01780805545595793,0.022947292936536395,0.02791920640611928,0.008557427990916697,0.02842117843910601,0.006047567825983029,0.047615632843313015,0.07909645034062388,0.30586829209991634,0.011497549898410422,0.08349468148679336,0.0290665710529461,0.05375881438986495,0.12172746278902861,0.26417449371235996,0.31347708053795986,0.30062096296065155
2504303,56146,12449,29260,14437,11315,14755,30076,142,0,441,3219,5460,8599,7352,1916,1216,1119,512,2946,1851,2423,3167,6456,805,4795,1513,2214,4373,11438,13236,14650,0.2217255013714245,0.5211413101556656,0.2571331884729099,0.20152815872902788,0.2627969935525238,0.5356748477184483,0.0025291205072489583,0.0,0.007854522138709793,0.057332668400242225,0.09724646457450219,0.1531542763509422,0.13094432372742493,0.03412531614006341,0.021657820681793893,0.01993018202543369,0.009119082392334272,0.052470345171517115,0.032967620133224095,0.04315534499341004,0.056406511594770774,0.11498592954083996,0.014337619777009938,0.08540234388914615,0.026947600897659674,0.039432907063726715,0.10007552005858526,0.26175710002975033,0.3029040895255967,0.33526329038606767
2504500,43201,9794,22071,11336,10023,14569,18609,942,0,389,1529,5684,1516,3590,1238,281,803,305,1518,241,2792,2818,11848,550,3754,1449,1954,4395,9105,10210,9697,0.22670771509918752,0.5108909515983426,0.26240133330246984,0.23200851832133515,0.33723756394527904,0.4307539177333858,0.02180505080900905,0.0,0.009004421193953843,0.035392699243073075,0.13157102844841553,0.035091780282863826,0.0830999282424018,0.028656744056850536,0.006504479062984653,0.01858753269600241,0.007060021758755584,0.0351380755075114,0.005578574570033101,0.06462813360801833,0.06522997152843685,0.27425291081224973,0.01273118677808384,0.08689613666350315,0.03354089025716997,0.04523043448068332,0.1315592540485527,0.2725476696500733,0.30562456970096086,0.2902685066004131
2504700,57744,11833,27257,18654,13301,16065,28378,138,79,147,3701,1661,1272,8109,1144,1084,1188,643,3579,232,1978,4606,13340,2303,6791,2348,3401,4146,11799,14538,15428,0.204921723469105,0.47203172623995565,0.3230465502909393,0.2303442781934054,0.27821072319201995,0.4914449986145747,0.0023898586866167915,0.0013681075090052647,0.0025457190357439734,0.0640932391244112,0.02876489332224993,0.02202826267664173,0.14043017456359103,0.019811582155721808,0.018772513161540594,0.02057356608478803,0.011135356054308673,0.06198046550290939,0.004017733444167359,0.03425464117484068,0.07976586311997784,0.23101967303962317,0.03988293155998892,0.11760529232474369,0.04066223330562483,0.058897894153505125,0.09030515562719174,0.25699723377839734,0.3166561390516434,0.33604147154276753
2504800,42880,7966,20948,13966,9657,12472,20751,204,3,341,5046,633,548,6572,1036,765,1112,898,1602,246,2589,3100,5575,1844,6514,1831,2421,3682,9278,10822,11132,0.1857742537313433,0.48852611940298507,0.32569962686567167,0.2252098880597015,0.2908582089552239,0.4839319029850746,0.004757462686567164,6.996268656716418e-05,0.007952425373134328,0.11767723880597016,0.014762126865671642,0.012779850746268657,0.15326492537313433,0.02416044776119403,0.017840485074626867,0.025932835820895523,0.020942164179104477,0.03736007462686567,0.005736940298507463,0.060377798507462686,0.07229477611940298,0.13001399253731344,0.043003731343283585,0.15191231343283582,0.04270055970149254,0.056459888059701493,0.10545912814343816,0.26573867216589336,0.3099616199805236,0.3188405797101449
2504901,44733,10620,22470,11643,11013,11771,21949,56,17,44,4949,3079,2556,5982,1630,687,1168,425,1935,824,1841,5238,4702,651,4867,2145,1937,3446,9067,10597,11003,0.2374086245053987,0.5023137281201797,0.26027764737442155,0.24619408490376232,0.2631390695906825,0.49066684550555517,0.001251872219614155,0.0003800326380971542,0.0009836138868396932,0.11063420740840095,0.068830617217714,0.057139024880960364,0.13372677888806922,0.03643842353519773,0.015357789551337939,0.02611047772338095,0.009500815952428856,0.043256656159881966,0.01842040551717971,0.041155299219815346,0.11709476225605257,0.10511255672545995,0.014553014553014554,0.1088011088011088,0.04795117698343505,0.04330136588201104,0.10101720751619617,0.26579309940491896,0.3106440359980066,0.32254565708087823
2504902,43893,10584,21578,11731,10975,11855,21063,174,40,109,4199,3283,2385,5931,986,669,1507,433,2327,1280,2712,2985,5324,911,4171,2500,1967,3099,8713,10578,10919,0.24113184334631946,0.4916045838744219,0.26726357277925866,0.250039869683093,0.2700886246098467,0.47987150570706033,0.003964185633244481,0.000911307042125168,0.002483311689791083,0.09566445674708951,0.07479552548242316,0.054336682386713145,0.1351240516711093,0.022463718588385393,0.015241610279543434,0.034333492812065707,0.009864898731004944,0.05301528717563165,0.029161825348005377,0.06178661745608639,0.06800628801859067,0.12129496730685986,0.020755017884400703,0.0950265418176019,0.056956690132823,0.04481352379650514,0.09303791767990634,0.26158095409649046,0.31757182743402684,0.3278093007895764
2504903,42867,10712,20349,11806,11655,11777,19435,53,2,850,2905,1483,1285,6035,560,916,1112,325,1635,168,1365,3624,8308,2074,5723,1770,2674,2755,8190,10111,11099,0.2498891921524716,0.4747008188116733,0.27540998903585506,0.27188746588284696,0.2747334779667343,0.45337905615041874,0.001236382298737957,4.6655935801432336e-05,0.019828772715608744,0.06776774675158047,0.03459537639676208,0.029976438752420276,0.14078428628082207,0.013063662024401054,0.02136841859705601,0.02594070030559638,0.007581589567732755,0.038141227517670934,0.003919098607320317,0.03184267618447757,0.0845405556721954,0.19380875731914993,0.04838220542608533,0.13350596029579864,0.04129050318426762,0.062378986166515035,0.08567874358575649,0.2547037785725393,0.3144456538640958,0.3451718239776085
2600100,64130,14976,33119,16035,17746,22597,23787,686,1281,489,4670,5767,1394,8083,1167,635,1648,577,2030,383,1254,6090,12996,801,7509,2216,4454,3908,16084,17602,11560,0.23352565102136286,0.516435365663496,0.25003898331514113,0.27671916419772336,0.35236238889755184,0.37091844690472475,0.01069702167472322,0.019975050678309684,0.007625136441602994,0.07282083268361142,0.08992671136753469,0.02173709652268829,0.12604085451426789,0.01819741150787463,0.009901762045844378,0.02569780134102604,0.008997349134570403,0.03165445189458912,0.0059722438796195225,0.01955403087478559,0.09496335568376735,0.20265086542959612,0.01249025417121472,0.11709028535786684,0.034554810541088415,0.06945267425541868,0.07950522846563861,0.32721650323473167,0.3580990356837694,0.23517923261586035
2600200,42961,9155,22237,11569,12056,15684,15221,582,257,189,1912,5429,1088,5037,1375,612,1288,273,1048,68,1210,3345,5363,1358,5044,1905,5578,2988,11752,12327,6739,0.21310025371848887,0.5176089942040455,0.2692907520774656,0.28062661483671236,0.36507530085426315,0.3542980843090245,0.013547170689695305,0.005982169875002909,0.004399338935313424,0.04450548171597495,0.12637042899373852,0.025325295035031774,0.1172458741649403,0.03200577267754475,0.014245478457205373,0.029980680151765554,0.006354600684341612,0.024394218011685016,0.0015828309396894859,0.02816507995623938,0.0778613160773725,0.12483415190521636,0.031610064942622376,0.11740881264402597,0.04434254323688927,0.12983869090570518,0.08838667692125658,0.34763059811867714,0.36463941312193104,0.19934331183813525
2600300,38651,8365,19778,10508,10676,15613,12362,421,403,258,2201,4824,1058,5905,760,446,929,310,1038,21,726,2376,6798,524,5122,1676,2855,2713,10575,11200,5798,0.21642389588885153,0.5117073296939277,0.2718687744172208,0.27621536312126466,0.4039481514061732,0.31983648547256216,0.010892344311919485,0.010426638379343354,0.00667511836692453,0.05694548653333678,0.12480918993040284,0.02737315981475253,0.15277741843678042,0.019663139375436598,0.01153915810716411,0.024035600631290264,0.00802049106103335,0.02685570877855683,0.000543323588005485,0.01878347261390391,0.06147318310004916,0.17588160720291843,0.01355721714832734,0.13251921036971875,0.04336239683319966,0.07386613541693617,0.0895793435910982,0.3491712342336393,0.3698078320015849,0.1914415901736776
2600400,53301,11744,27637,13920,12730,20360,20211,1103,263,299,3281,9625,895,5901,1108,732,922,526,1437,178,3107,3432,8011,1085,6604,2047,2745,3752,14255,14561,8989,0.22033357723119643,0.5185080955329169,0.2611583272358868,0.2388322920770717,0.38198157633065044,0.3791861315922778,0.020693795613590738,0.004934241383838953,0.005609650850828315,0.061556068366447156,0.18057822554923922,0.01679142980431887,0.11071086846400631,0.020787602484005928,0.0137333258287837,0.01729798690456089,0.009868482767677905,0.026960094557325377,0.003339524586780736,0.058291589275998576,0.06438903585298587,0.15029736777921615,0.02035609088009606,0.12390011444438191,0.03840453274797846,0.05149997185793888,0.09028563178285247,0.34302283610462736,0.3503862165218856,0.21630531559063454
2600500,66032,14434,33737,17861,14996,24999,26037,677,447,207,4107,6735,1801,8641,1051,1064,2474,700,2656,133,1687,5057,13228,846,9279,2358,2884,4462,16109,18371,12656,0.21859098618851466,0.51091894838866,0.2704900654228253,0.22710201114611098,0.37858916888781197,0.39430881996607703,0.010252604797673854,0.006769445117518778,0.0031348437121395687,0.062197116549551734,0.10199600193845408,0.02727465471286649,0.130860794766174,0.015916525321056457,0.01611339956384783,0.03746668282045069,0.010600920765689362,0.04022292221952992,0.0020141749454809788,0.025548219045311363,0.07658408044584444,0.20032711412648413,0.012811969953961716,0.1405227768354737,0.03570995880785074,0.04367579355464017,0.08647622000852746,0.31220202333423774,0.35604093181906277,0.245280824838172
