MIGPUMA,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Proportion of jobs for ages 29 and younger,Proportion of jobs for ages 30 to 54,Proportion of jobs for ages 55 and older,Proportion of jobs paying 1250 a month or less,Proportion of jobs paying 1251 to 3333 a month or less,Proportion of jobs paying more than 3333 a month,Proportion of agriculture jobs,Proportion of extraction jobs,Proportion of utilities jobs,Proportion of construction jobs,Proportion of manufacturing jobs,Proportion of wholesale trade jobs,Proportion of retail trade jobs,Proportion of transportation jobs,Proportion of information jobs,Proportion of finance jobs,Proportion of real estate jobs,Proportion of professional jobs,Proportion of management jobs,Proportion of support/administrative jobs,Proportion of educational jobs,Proportion of health jobs,Proportion of entertainment jobs,Proportion of hospitality jobs,Proportion of other services jobs,Proportion of public administration jobs,Proportion of jobs with less than high school education,"Proportion of jobs with high school education, no college",Proportion of jobs with some college or associate degree,Proportion of jobs with bachelor's degree or advanced degree
3400800,47098,9719,23574,13805,10677,11488,24933,574,42,129,3627,2570,2002,6250,520,786,3074,377,4401,963,1572,5072,6312,1282,3501,1918,2126,2887,8344,10800,15348,0.20635695783260435,0.5005308081022549,0.29311223406514075,0.2266975243110111,0.24391693914815915,0.5293855365408298,0.01218735402777188,0.0008917576117881864,0.0027389698076351436,0.07700963947513695,0.05456707291180093,0.04250711282857021,0.1327020255637182,0.011040808526901355,0.0166886067348932,0.06526816425325917,0.008004586182003483,0.09344345832094782,0.0204467280988577,0.0333772134697864,0.1076903477854686,0.13401842965731028,0.02721983948362988,0.07433436663977239,0.04072359760499384,0.04513992101575438,0.07723588110971401,0.22322694561117204,0.2889322881832045,0.4106048850959095
3400900,440170,91423,240532,108215,89055,122976,228139,220,10,1121,15676,31350,34376,45332,32438,10968,14674,6356,44950,11463,44902,39227,52840,4292,24218,13723,12034,41990,72884,94248,139625,0.2076992979985006,0.5464525069859373,0.24584819501556218,0.20231955835245474,0.2793829656723539,0.5182974759751914,0.0004998068927914215,2.2718495126882797e-05,0.0025467433037235612,0.03561351296090147,0.07122248222277756,0.0780970988481723,0.10298748210918508,0.0736942544925824,0.02491764545516505,0.033337119749187814,0.014439875502646705,0.10211963559533817,0.02604221096394575,0.10201058681872913,0.08911784083422314,0.12004452825044869,0.009750778108458097,0.055019651498284756,0.03117659086262126,0.027339437035690757,0.12040246941192326,0.20898817767608036,0.2702474859998796,0.4003618669121168
3401000,195947,37946,109772,48229,34643,43321,117983,131,413,349,6411,16221,14069,20270,3552,7271,8768,2966,24835,12258,15943,13813,23324,2778,12278,5689,4608,13978,28548,40972,74503,0.1936544065487096,0.5602127105799017,0.24613288287138868,0.17679780757041444,0.22108529347221442,0.6021168989573711,0.000668548127810071,0.0021077127998897663,0.001781093867219197,0.03271803089610966,0.08278258916952033,0.07180002755847244,0.10344634008175681,0.018127350763216584,0.03710697280387044,0.04474679377586797,0.015136746160951686,0.12674345613864973,0.06255773244805994,0.08136383818073255,0.07049355182779017,0.11903218727513051,0.014177303046231889,0.06265980086451949,0.029033361061919803,0.023516563152280973,0.0884677945076297,0.1806824007442991,0.2593148144631996,0.4715349902848716
3401100,257074,59037,128404,69633,67120,75484,114470,722,6,1535,14224,9628,8825,36985,4867,5044,9891,3648,20271,3300,11842,26572,45852,8147,24694,10845,10176,19369,44995,58669,75004,0.22964982845406381,0.4994826392400632,0.270867532305873,0.26109213689443506,0.2936275158125676,0.44528034729299737,0.0028085298396570636,2.333958315504485e-05,0.005971043357165641,0.05533037179955966,0.037452251102795306,0.03432863689054513,0.1438690804982223,0.018932291869267214,0.01962080957234104,0.038475302831091435,0.01419046655826727,0.07885278168931903,0.012836770735274668,0.046064557287006855,0.10336323393264196,0.17836109447085274,0.03169126399402507,0.09605794440511292,0.04218629655274357,0.039583933030956066,0.0978049556396027,0.22720501724425235,0.2962527204512288,0.3787373066649162
3401200,161724,42288,78553,40883,47013,54536,60175,141,103,1808,9678,5545,4187,26460,3356,1255,3791,2765,8237,594,6979,19278,34430,5110,14001,6599,7407,11865,30925,37678,38968,0.2614825257846702,0.4857225891024214,0.25279488511290843,0.29069896861319283,0.3372164922955158,0.37208453909129136,0.000871855754247978,0.0006368875367910762,0.011179540451633647,0.05984269496178675,0.034286809626276865,0.025889787539264426,0.16361207983972695,0.020751403625930597,0.007760134550221365,0.023441171378397765,0.017097029507061413,0.05093245282085528,0.0036729242412999927,0.04315376814820311,0.11920308674037249,0.2128935717642403,0.0315970418738097,0.08657342138458114,0.040804085973634094,0.04580025228166506,0.09934190696272481,0.2589252821594829,0.3154660236444623,0.32626678723332997
3401300,345262,64022,190869,90371,66425,95150,183687,52,15,1405,10598,17127,14872,29680,31199,5572,19822,7249,24113,6515,17644,45416,55510,4801,23551,12794,17327,34834,60521,80568,105317,0.18543019504028824,0.5528236527622501,0.2617461521974616,0.19239012691810856,0.275587814471329,0.5320220586105624,0.00015061026119294913,4.344526765181225e-05,0.004069373403386414,0.030695529771593746,0.04960580660483922,0.04307453470118345,0.0859637029270525,0.09036326036459269,0.016138468757059855,0.05741147302628149,0.020995649680532465,0.06983971592587658,0.018869727916770454,0.05110322016323835,0.13154068504498034,0.1607764538234732,0.013905381999756706,0.06821196656452201,0.03705591695581906,0.05018507684019672,0.123858626084483,0.21519342909970132,0.2864741857488266,0.37447375906698904
3401500,298334,58579,161820,77935,57815,71325,169194,372,68,747,12428,18421,18422,28586,8949,5953,15845,4852,39989,11147,27008,23425,39285,5184,19880,10860,6913,22162,47283,65964,104346,0.19635375116480186,0.5424121957269369,0.2612340531082612,0.19379286303270832,0.2390776780387083,0.5671294589285834,0.001246924587878016,0.00022793245154759432,0.002503905019206661,0.04165800746813974,0.06174623073467992,0.0617495826824968,0.09581878029322839,0.029996581013226786,0.01995414535386513,0.05311161315840635,0.01626365080748423,0.13404104124906985,0.03736416231472108,0.09052940663819746,0.07851937761032936,0.13168126998598886,0.01737649748268719,0.06663672259950257,0.036402153291277564,0.02317201525806646,0.09243602844570499,0.19721382244374466,0.2751308627557298,0.43521928635482054
3401600,37284,8623,17916,10745,10822,11172,15290,81,69,196,2130,2361,1088,5562,696,224,748,305,1753,1287,1348,5745,5987,1109,3434,1458,1703,2402,7210,9067,9982,0.23127883274326788,0.48052784036047635,0.28819332689625576,0.2902585559489325,0.2996459607338268,0.41009548331724066,0.0021725136787898295,0.0018506598004505955,0.005256946679540821,0.05712906340521403,0.06332475056324428,0.029181418302757216,0.14917927261023495,0.018667524943675573,0.006007939062332368,0.020062225083145584,0.008180452741122198,0.04701748739405643,0.034518828451882845,0.03615491900010728,0.15408754425490828,0.1605782641347495,0.029744662589850875,0.09210385151807746,0.03910524621821693,0.04567642956764296,0.08380726422664946,0.2515613551515997,0.3163532326157496,0.3482781480060012
3401700,30635,6919,15045,8671,8156,8903,13576,323,74,208,1160,3057,862,5082,1170,175,452,232,1097,1167,942,4055,4880,372,2658,1268,1401,2167,6447,7164,7938,0.2258527827648115,0.49110494532397586,0.2830422719112127,0.26623143463358906,0.2906153092867635,0.44315325607964745,0.010543496001305696,0.0024155377835808713,0.006789619716011099,0.037865186877754205,0.09978782438387465,0.028137750938469073,0.1658886894075404,0.03819161090256243,0.005712420434143953,0.01475436592133181,0.007573037375550841,0.03580871552146238,0.03809368369511996,0.03074914313693488,0.1323649420597356,0.15929492410641424,0.012142973722866003,0.08676350579402645,0.04139056634568304,0.04573200587563245,0.09137291280148423,0.2718417945690673,0.3020745488277956,0.3347107438016529
3401800,237830,47788,127249,62793,50582,67190,120058,26,26,1796,10591,19480,15181,29080,18021,2480,7863,3089,16103,3064,17453,22707,33030,2665,14844,10736,9595,24566,42048,54274,69154,0.20093343985199513,0.535041836605979,0.26402472354202583,0.21268132699827608,0.28251271916915444,0.5048059538325694,0.00010932178446789724,0.00010932178446789724,0.007551612496320901,0.04453180843459614,0.08190724467056301,0.063831308077198,0.12227221124332506,0.07577261068830678,0.010427616364630198,0.033061430433502924,0.01298826893158979,0.06770802674179036,0.01288315183113989,0.07338435016608502,0.09547575999663625,0.13888071311440944,0.011205482907959467,0.06241432956313333,0.045141487617205565,0.04034394315267208,0.12926616221677314,0.22125635385862072,0.2855895012681407,0.36388798265646544
3402000,211210,47864,110206,53140,47540,63495,100175,567,8,931,8248,16119,13474,25123,10009,3250,16847,3566,14522,4026,17241,17370,31071,2837,14243,5999,5759,17507,41618,49940,54281,0.22661805785710903,0.5217840064390891,0.2515979357038019,0.2250840395814592,0.3006249704085981,0.47429099000994274,0.0026845319823871976,3.787699446048956e-05,0.004407935230339472,0.03905118128876474,0.07631740921357891,0.06379432792007954,0.1189479664788599,0.04738885469438,0.015387528999573883,0.07976421570948346,0.01688367028076322,0.06875621419440367,0.01906159746224137,0.08162965768666257,0.08224042422233796,0.14710951186023388,0.01343212916055111,0.0674352540125941,0.02840301122105961,0.02726670138724492,0.10717740256878037,0.25478432284843217,0.3057313922593758,0.33230688232341166
3402100,218410,50994,113643,53773,55612,67907,94891,94,15,699,9528,14740,8402,25170,9335,3364,4959,2872,13126,3480,23506,21005,43652,3315,15883,6980,8285,19476,43188,51781,52971,0.2334783205897166,0.5203195824367016,0.2462020969735818,0.25462204111533354,0.31091525113318985,0.4344627077514766,0.0004303832242113456,6.867817407627856e-05,0.0032004029119545806,0.04362437617325214,0.06748775239228973,0.03846893457259283,0.11524197609999542,0.04274071700013735,0.01540222517284007,0.02270500434961769,0.013149581063138134,0.06009798086168216,0.015933336385696627,0.10762327732246692,0.09617233643148207,0.19986264365184744,0.015177876470857561,0.07272102925690216,0.031958243670161625,0.03793324481479786,0.11633296698045587,0.2579681750848187,0.3092954078463229,0.31640345008840254
3402200,109733,28108,55837,25788,28772,34966,45995,1826,16,484,6325,8328,8570,18503,4671,1260,1925,1045,3325,496,6764,14169,13236,1567,9483,3651,4089,9697,23441,25653,22834,0.25614901624853054,0.5088441945449409,0.23500678920652857,0.26220006743641383,0.3186461684270001,0.41915376413658606,0.01664039076667912,0.00014580846235863414,0.004410705986348682,0.05763990777614756,0.07589330465766907,0.07809865765084341,0.16861837368886295,0.04256695797982375,0.011482416410742439,0.01754258062752317,0.009523115197798292,0.030300821083903657,0.0045200623331176585,0.061640527462112585,0.12912250644746795,0.12062005048618009,0.01428011628224873,0.08641885303418297,0.033271668504460825,0.03726317516152844,0.11879938744257273,0.2871791730474732,0.31427871362940274,0.2797427258805513
3402300,234920,42762,130765,61393,43189,52669,139062,195,4,741,5947,8519,7198,19357,9210,4988,14401,2386,23533,4030,12313,31153,36439,3444,12577,7494,30991,17135,38842,53909,82272,0.18202792439979568,0.5566363017197343,0.26133577388046997,0.1838455644474715,0.22419972756683126,0.5919547079856973,0.0008300698109994891,1.7027073046143368e-05,0.003154265281798059,0.02531500085135365,0.03626340882002384,0.03064021794653499,0.08239826323854929,0.0392048356887451,0.02123276008854078,0.06130171973437766,0.010156649072024519,0.10017452749872297,0.017154776093989445,0.05241358760429082,0.1326111016516261,0.15511237868210453,0.01466030989272944,0.053537374425336286,0.0319002213519496,0.13192150519325727,0.0891714110263429,0.20213574246193236,0.28054517636528276,0.428147670146442
3402490,78558,16517,41209,20832,17321,26880,34357,2895,155,2101,3763,11770,3944,8439,4282,495,1335,582,1820,347,2925,8812,14125,634,4545,1906,3683,8626,18245,19484,15686,0.21025229766541917,0.5245678352300212,0.2651798671045597,0.22048677410321035,0.34216757045749635,0.43734565543929327,0.0368517528450317,0.0019730644873851167,0.026744570890297616,0.04790091397438835,0.14982560655821175,0.05020494411772194,0.10742381425189032,0.05450749764505206,0.0063010769113266635,0.016993813488123424,0.007408538913923471,0.023167595916392985,0.00441711856208152,0.03723363629420301,0.11217189846992032,0.17980345731815983,0.008070470225820412,0.05785534254945391,0.02426232847068408,0.04688255810993151,0.13903708837704098,0.2940797214745088,0.3140503860350413,0.25283280411340886
3500190,77496,16416,42083,18997,20361,28675,28460,508,5319,1443,4967,1719,2224,9890,1570,586,1445,829,1405,351,2244,8698,15827,2006,7915,1747,6803,10087,19225,21488,10280,0.21183028801486528,0.5430344791989264,0.24513523278620833,0.262736141220192,0.3700190977598844,0.3672447610199236,0.006555177041395685,0.06863580055744813,0.018620315887271602,0.06409363063900073,0.022181790027872406,0.02869825539382678,0.12761949003819553,0.020259110147620524,0.0075616806028698256,0.018646123670899142,0.010697326313616187,0.0181299679983483,0.0045292660266336325,0.0289563332301022,0.11223805099618045,0.20422989573655415,0.025885206978424693,0.10213430370599773,0.022543098998657994,0.08778517600908434,0.16514407334643091,0.314751146037983,0.3518009168303864,0.16830386378519974
3500300,43980,8157,23495,12328,10474,15111,18395,150,124,444,1572,494,178,3460,531,380,1048,422,10762,81,1008,5175,6954,1210,4456,879,4652,4714,9558,11796,9755,0.1854706684856753,0.5342201000454753,0.28030923146884945,0.2381537062301046,0.34358799454297406,0.4182582992269213,0.0034106412005457027,0.002819463392451114,0.010095497953615279,0.03574351978171896,0.01123237835379718,0.004047294224647567,0.07867212369258754,0.012073669849931787,0.008640291041382447,0.023829013187812643,0.009595270577535243,0.24470213733515234,0.0018417462482946793,0.02291950886766712,0.11766712141882674,0.15811732605729878,0.027512505684402,0.10131878126421101,0.01998635743519782,0.10577535243292406,0.13159143566982107,0.2668118248052927,0.3292856544678,0.27231108505708623
3500400,34038,8391,17411,8236,9602,14388,10048,2627,103,503,1806,1350,720,4668,1116,325,878,315,887,572,1221,4181,5155,292,4505,1085,1729,4943,7829,8432,4443,0.24651859686233032,0.5115165403372701,0.24196486280039955,0.28209648040425406,0.4227040366649039,0.295199482930842,0.07717844761736882,0.003026029731476585,0.014777601504201187,0.053058346553851575,0.03966155473294553,0.021152829190904283,0.1371408425876961,0.03278688524590164,0.009548152065338739,0.025794700041130502,0.009254362771020624,0.026059110406016803,0.016804747634996182,0.03587167283624185,0.12283330395440391,0.1514483812209883,0.00857864739408896,0.13235207709031083,0.031876138433515486,0.05079616898760209,0.19273209342223263,0.30525987444925334,0.32877139626467033,0.17323663586384372
3500500,63113,12986,32770,17357,14713,25502,22898,302,83,306,3158,939,1096,7940,770,1573,1596,757,2944,284,3042,4935,9751,2535,9111,2770,9221,8565,13431,16193,11938,0.2057579262592493,0.5192274174892653,0.2750146562514854,0.23312154389745376,0.4040688923042796,0.3628095637982666,0.004785068052540681,0.001315101484638664,0.004848446437342544,0.05003723480107109,0.014878075832237415,0.01736567743571055,0.1258060938316987,0.01220033907435869,0.024923549823332752,0.025287975535943467,0.011994359323752634,0.04664649121417141,0.004499865320932296,0.04819926164181706,0.07819308224929887,0.15450065755074233,0.04016605136818088,0.1443601159824442,0.04388953147529035,0.14610302156449542,0.17086600035908792,0.26793943383805136,0.32303947972150737,0.23815508608135336
3500600,32336,7874,17495,6967,8209,13195,10932,11,324,59,1926,2578,504,3174,350,233,562,551,1058,36,4485,3994,3932,1749,3727,719,2364,3989,7150,8497,4826,0.24350569025235033,0.5410378525482434,0.21545645719940623,0.25386566056407717,0.4080591291439881,0.3380752102919347,0.00034017812963879266,0.010019792182088075,0.0018245917862444335,0.05956209797130134,0.07972538347352795,0.015586343394359228,0.098156853043048,0.010823849579416131,0.007205591291439881,0.017380009896091043,0.01703983176645225,0.03271895101434933,0.0011133102424542305,0.13869990103908955,0.12351558634339437,0.12159821870361208,0.05408832261256803,0.11525853537852548,0.022235279564571993,0.0731073725878278,0.16306925026571825,0.2922900825770583,0.34735508135066634,0.1972855858065571
3500790,357331,83151,190609,83571,83550,134690,139091,422,183,1318,22178,13865,12689,40670,9669,10614,12167,5076,32966,4114,23036,29801,66601,6049,38436,9565,17912,44748,75986,91501,61945,0.23270021352751372,0.533424192135583,0.23387559433690333,0.23381682529643383,0.3769334314683025,0.3892497432352637,0.0011809778608628974,0.0005121302098054745,0.003688456920894073,0.06206570378724488,0.03880155933854046,0.03551049307224954,0.11381604170922757,0.027058945347590888,0.02970355216871752,0.034049662637722446,0.014205316639194472,0.0922561994341381,0.011513134880544928,0.06446683886928366,0.08339886547766637,0.18638461258608965,0.016928282180947076,0.10756413521356949,0.026767898670980127,0.050127192994730375,0.16320665256400904,0.27713910569698735,0.3337260194033117,0.22592822233569188
3500900,28620,6110,14824,7686,8351,11496,8773,1165,1641,427,1420,1229,286,3458,478,197,455,206,847,187,641,4720,4994,419,3083,505,2262,4654,6940,7096,3820,0.21348707197763803,0.5179594689028651,0.26855345911949685,0.29178895877009087,0.40167714884696015,0.306533892382949,0.0407058001397624,0.05733752620545073,0.014919636617749825,0.0496156533892383,0.042941998602375964,0.009993011879804333,0.12082459818308874,0.016701607267645004,0.006883298392732355,0.015897973445143255,0.007197763801537386,0.029594689028651294,0.006533892382948987,0.022396925227113906,0.16491963661774983,0.1744933612858141,0.014640111809923131,0.10772187281621244,0.017645003494060098,0.0790356394129979,0.20675255442025767,0.30830741892492225,0.315237672145713,0.16970235450910706
3501000,70870,18240,36861,15769,20638,29394,20838,2503,45,743,4621,2370,1251,7985,1759,592,1960,859,3993,74,3791,9734,14926,1141,7283,1256,3984,12885,13938,16058,9749,0.257372654155496,0.5201213489487795,0.22250599689572456,0.29120925638493017,0.4147594186538733,0.29403132496119655,0.03531818823197404,0.0006349654296599407,0.010483984760829687,0.06520389445463524,0.03344151262875688,0.017652038944546353,0.11267108790743616,0.024820093128263016,0.008353322985748554,0.02765627204741075,0.012120784535064202,0.056342599125158745,0.0010441653732185692,0.053492309863129674,0.13735007760688583,0.21061097784676167,0.01609990122759983,0.10276562720474107,0.017722590658953014,0.056215606039226755,0.24482234467034011,0.26482994489834694,0.30511115333460004,0.1852365570967129
3501100,43797,10391,22133,11273,12229,19013,12555,1611,628,428,2410,934,1066,6420,1296,604,1197,482,1525,79,2310,4217,7094,902,6842,1107,2645,6872,9818,11373,5343,0.23725369317533165,0.5053542480078544,0.25739205881681393,0.2792200379021394,0.43411649199716873,0.2866634701006918,0.03678334132474827,0.014338881658561089,0.00977235883736329,0.055026599995433474,0.021325661574993722,0.024339566636984267,0.14658538256044934,0.029591067881361736,0.013790898920017353,0.027330639084868828,0.011005319999086695,0.03481973651163322,0.0018037765143731307,0.05274333858483458,0.09628513368495559,0.16197456446788594,0.020595017923602073,0.1562207457131767,0.025275703815329818,0.06039226431034089,0.20571154882356463,0.2938992995270311,0.34044782374423754,0.15994132790516674
3501200,56872,13417,30457,12998,11876,17372,27624,799,12073,732,4928,1682,1531,6032,2634,510,1215,811,1357,272,2774,4488,5501,624,5326,1601,1982,9945,13288,13703,6519,0.23591574061049375,0.5355359403572936,0.22854831903221268,0.2088198058798706,0.30545787030524685,0.48572232381488256,0.014049092699395133,0.21228372485581656,0.012871008580672387,0.08665072443381629,0.02957518638345759,0.02692010128006752,0.10606273737515826,0.04631453087635392,0.00896750597833732,0.021363764242509495,0.014260092840061894,0.023860599240399495,0.004782669855113237,0.04877619918413279,0.0789140526093684,0.0967259811506541,0.010972007314671543,0.09364889576593051,0.028150935433956956,0.0348501899001266,0.2288574387297204,0.3057875963640548,0.31533770567253483,0.15001725923369003
3600100,32394,7497,17258,7639,8771,10860,12763,588,51,386,1212,2147,476,3748,721,323,679,201,605,576,863,6925,6788,112,2812,964,2217,2169,8107,8269,6352,0.2314317466197444,0.5327529789467186,0.2358152744335371,0.27076001728715193,0.3352472680125949,0.39399271470025315,0.01815150953880348,0.0015743656232635674,0.01191578687411249,0.037414335988145954,0.06627770574797802,0.014694079150459961,0.11570043835278138,0.022257208124961413,0.00997098228066926,0.02096067172933259,0.006204852750509354,0.018676298079891338,0.017781070568623818,0.02664073593875409,0.21377415570784714,0.20954497746496265,0.0034574303883435206,0.08680619867876767,0.029758597271099585,0.06843859974069272,0.08711892999156524,0.32562156083062216,0.3321283688797847,0.25513114029802786
3600200,63975,14159,33668,16148,15534,23348,25093,1152,105,155,2448,4766,1350,7078,1908,753,812,644,1100,214,1559,8503,12138,2370,5826,1962,9132,4443,15973,16792,12608,0.22132082844861273,0.5262680734661977,0.2524110980851895,0.24281359906213365,0.36495506057053534,0.392231340367331,0.018007033997655335,0.0016412661195779601,0.002422821414615084,0.03826494724501758,0.07449785072293864,0.021101992966002344,0.11063696756545525,0.029824150058616647,0.011770222743259085,0.012692457991402891,0.010066432200078156,0.017194216490816726,0.00334505666275889,0.02436889409925752,0.1329112934740133,0.1897303634232122,0.037045720984759674,0.09106682297772567,0.03066822977725674,0.1427432590855803,0.08918821262245062,0.3206399550345271,0.3370804560783684,0.25309137626465394
3600300,48568,10637,25155,12776,12592,17375,18601,517,240,228,2477,5962,1216,6228,751,784,1667,385,1350,740,3347,5289,5270,1041,4876,2034,4166,3595,12465,12428,9443,0.21901251853071982,0.517933618843683,0.2630538626255971,0.2592653599077582,0.35774584088288586,0.38298879920935597,0.01064486904957997,0.004941525284137704,0.004694449019930819,0.051000658870037886,0.12275572393345413,0.025037061439631032,0.1282325811233734,0.015462856201614231,0.016142315928183167,0.03432301103607314,0.007927030143304233,0.027796079723274584,0.015236369626091253,0.06891368802503706,0.10889886344918465,0.10850765936419042,0.021433865919947292,0.10039532202273102,0.04187942678306704,0.08577664305715697,0.09477735888850808,0.32862302602093274,0.32764757058870053,0.24895204450185865
3600400,154870,36119,78886,39865,39224,57427,58219,711,206,717,3831,13133,4074,16468,6078,1781,7756,1055,4566,901,3542,20342,34803,1989,16912,4309,11696,11098,36387,40107,31159,0.23322141150642475,0.5093691483179441,0.25740944017563117,0.2532704849228385,0.3708077742622845,0.375921740814877,0.004590947246077355,0.001330147865952089,0.004629689416930329,0.024736876089623556,0.08480015496868341,0.02630593400916898,0.10633434493446116,0.03924581907406212,0.011499967714857623,0.0500807128559437,0.006812165041647834,0.029482792019112806,0.005817782656421515,0.022870794860205334,0.13134887324853103,0.22472396203267256,0.012843029637760702,0.1092012655775812,0.027823335700910442,0.07552140504939626,0.09345605510690436,0.3064142617746377,0.3377403137657788,0.26238936935267915
3600500,42990,10060,22710,10220,11086,15818,16086,827,48,201,1752,3315,1200,5864,1130,563,788,535,981,357,1575,5962,7733,305,4397,1739,3718,3113,10827,11226,7764,0.23400790881600372,0.5282623866015352,0.23772970458246104,0.25787392416841126,0.36794603396138637,0.3741800418702024,0.01923703186787625,0.0011165387299371947,0.004675505931612003,0.040753663642707605,0.07711095603628751,0.027913468248429867,0.1364038148406606,0.026285182600604792,0.01309606885322168,0.01832984414980228,0.01244475459409165,0.022819260293091417,0.008304256803907886,0.0366364270760642,0.13868341474761572,0.17987904163759014,0.007094673179809258,0.10227959990695511,0.04045126773668295,0.08648522912305187,0.09453385970239903,0.3287883389006985,0.34090494989371395,0.23577285150318858
3600600,33271,7920,17209,8142,8957,10290,14024,210,47,1974,1613,3189,526,3999,681,181,596,263,752,37,838,6335,4704,236,3841,1039,2210,2242,8033,8474,6602,0.23804514442006552,0.5172372336268822,0.24471762195305222,0.2692134291124403,0.30927835051546393,0.42150822037209584,0.006311803071744161,0.0014126416398665504,0.05933094887439512,0.04848065883201587,0.09584923807520063,0.01580956388446395,0.12019476420907096,0.02046827567551321,0.005440173123741396,0.017913498241712,0.007904781942231974,0.022602266237864807,0.0011120795888311143,0.02518709987676956,0.19040605933094887,0.14138438880706922,0.007093264404436296,0.11544588380271106,0.031228397102581826,0.06642421327883141,0.08843832590430357,0.31687112934401007,0.33426689282474065,0.26042365192694567
3600700,273194,62054,143319,67821,64191,84904,124099,1627,177,2020,10982,22618,14354,28721,11660,3143,10677,3665,16263,3971,12710,34765,46511,3793,22028,10099,13410,19397,60075,69862,61806,0.22714261660212157,0.524605225590606,0.2482521578072725,0.23496489674004553,0.31078281367819205,0.4542522895817624,0.005955474864016048,0.0006478912421209836,0.007394013045674502,0.04019854023148385,0.08279098369656727,0.05254141745426327,0.1051304201409987,0.04268029312503203,0.011504645050769783,0.03908211746963696,0.013415375154652005,0.059529125822675465,0.014535458318996757,0.04652371574778363,0.12725389283805646,0.17024898057790436,0.013883906674377914,0.08063134622283066,0.036966404825874655,0.04908599749628469,0.09186795491143317,0.28452685421994883,0.33087998484417924,0.29272520602443874
3600800,39606,8754,20354,10498,9443,14343,15820,1441,54,462,1639,7155,1073,5206,908,230,637,304,624,198,1235,6113,3504,169,3752,864,4038,3138,10005,10211,7498,0.22102711710346917,0.5139120335302731,0.2650608493662576,0.23842347119123364,0.3621420996818664,0.39943442912689997,0.03638337625612281,0.0013634297833661567,0.01166489925768823,0.04138261879513205,0.18065444629601576,0.02709185476947937,0.1314447305963743,0.022925819320305005,0.005807200929152149,0.016083421703782255,0.0076756047063576225,0.0157551886077867,0.004999242539009241,0.031182144119577843,0.15434530121698734,0.08847144372064839,0.004267030247942231,0.09473312124425592,0.021814876533858506,0.10195424935615816,0.10171139634383508,0.32429015947102297,0.33096719823674314,0.2430312459483988
3600900,397862,100178,201444,96240,99167,121486,177209,380,144,1085,13813,41049,14257,38490,9412,5868,12680,6492,27457,10234,26123,57358,71116,4772,28897,14894,13341,28877,80066,96071,92670,0.2517908219432869,0.5063162604119016,0.24189291764481152,0.2492497398595493,0.3053470801433663,0.4454031799970844,0.0009551050364196631,0.000361934540116925,0.0027270762224087747,0.03471806807385475,0.10317396484208093,0.03583403290588194,0.0967420864520864,0.023656443691531234,0.014748832509764692,0.03187034700474034,0.016317215516938034,0.0690113657499334,0.025722486691365346,0.0656584443852391,0.14416556494462904,0.1787453941316336,0.011994108509985875,0.07263071115110264,0.037435090559038056,0.033531727081249275,0.09700554950887519,0.26896306150145793,0.322728127813386,0.3113032611762809
3601000,34625,7767,17693,9165,8505,12593,13527,1819,92,116,1231,5526,1205,3278,885,212,826,184,525,96,823,5215,4630,896,2439,1139,3488,2567,8647,8968,6676,0.22431768953068593,0.5109891696750902,0.26469314079422385,0.2456317689530686,0.36369675090252707,0.39067148014440434,0.052534296028880864,0.002657039711191336,0.0033501805054151623,0.03555234657039711,0.1595956678700361,0.0348014440433213,0.09467148014440434,0.02555956678700361,0.006122743682310469,0.023855595667870037,0.005314079422382672,0.01516245487364621,0.002772563176895307,0.023768953068592058,0.15061371841155236,0.13371841155234657,0.025877256317689532,0.0704404332129964,0.032895306859205775,0.10073646209386282,0.09557673691265173,0.3219524908779507,0.333904237098816,0.24856653511058158
