PUMA,ENT,FOD,SRV
0608701,71.412,325.141,314.321
0608702,60.588,275.85900000000004,266.67900000000003
0608900,63.0,333.0,385.0
0609501,39.5952,258.9456,263.50079999999997
0609502,37.9454,248.15619999999998,252.52159999999998
0609503,35.4594,231.89820000000003,235.97760000000002
0609701,99.5569,438.9386,421.914
0609702,66.7927,294.4838,283.062
0609703,102.6504,452.5776,435.024
0609901,23.8356,195.5402,207.0166
0609902,24.8616,203.9572,215.92759999999998
0609903,36.558,299.911,317.51300000000003
0609904,22.7448,186.5916,197.5428
0610100,46.0,231.0,232.0
0610701,19.9875,186.345,171.585
0610702,21.9765,204.8886,188.65980000000002
0610703,23.035999999999998,214.7664,197.7552
0611101,66.825,221.10000000000002,225.3625
0611102,88.59779999999999,293.1384,298.7897
0611103,115.32780000000001,381.57840000000004,388.9347
0611104,70.47,233.16,237.65499999999997
0611105,70.6644,233.8032,238.3106
0611106,74.115,245.22,249.9475
0611300,68.0,388.0,416.0
0800100,21.05,182.7182,293.7222
0800102,87.64320000000001,309.82640000000004,362.48920000000004
0800103,140.35680000000002,496.1736,580.5108
0800200,123.0,338.0,384.0
0800300,51.307500000000005,298.2676,387.2006
0800400,204.0,705.0,577.0
0800600,90.3478,236.8486,267.9913
0800700,43.617200000000004,286.3564,323.3362
0800800,36.035,200.79500000000002,272.6725
0800801,92.5424,251.24679999999998,281.992
0800802,122.86569999999999,406.8092,466.5337999999999
0800803,114.404,343.212,381.089
0800804,104.1935,395.7498,431.0402
0800805,36.9792,213.9126,262.1424
0800806,34.724900000000005,228.6312,281.4868
0800807,38.8042,255.4896,314.5544
0800808,49.622800000000005,251.33380000000002,312.3206
0800809,50.5488,258.1869,320.7291
0800810,46.6205,245.8954,305.077
0800811,50.4874,255.71290000000002,317.76230000000004
0800812,123.1791,554.4319,564.0041
0800813,81.5652,367.1268,373.4652
0800814,83.13000000000001,374.17,380.63000000000005
0800815,116.0431,529.1526,552.1361999999999
0800816,97.1643,437.33869999999996,444.8893
0800817,61.5329,245.56480000000002,320.216
0800818,64.32079999999999,254.6756,332.469
0800819,76.6048,303.31359999999995,395.96399999999994
0800820,50.12,237.7208,299.0334
0800821,69.13159999999999,244.0448,340.9872
0800822,57.9312,196.67999999999998,281.4312
0800823,59.8898,197.498,296.33230000000003
0800824,38.1591,206.7474,259.36580000000004
0800900,125.0,398.0,410.0
0801001,63.251999999999995,246.8585,375.998
0801002,75.74799999999999,262.1415,303.002
0804101,64.0849,225.3922,314.5661
0804102,51.083999999999996,217.75199999999998,298.07599999999996
0804103,49.0347,209.01659999999998,286.1183
0804104,51.678,220.284,301.542
0804105,52.272,222.81599999999997,305.008
0804106,50.8167,216.61260000000001,296.5163
0900100,113.45280000000001,435.57120000000003,484.0896
0900101,77.9366,299.21639999999996,332.5462
0900102,124.71100000000001,478.79400000000004,532.1270000000001
0900103,90.0656,345.78240000000005,384.29920000000004
0900104,97.8406,375.63239999999996,417.4742
0900105,118.0556,453.2424,503.7292
0900300,65.648,358.512,439.472
0900301,45.6925,249.5325,305.8825
0900302,52.0708,284.3652,348.5812
0900303,67.1773,366.8637,449.7097
0900304,47.0726,257.06940000000003,315.1214
0900305,46.2147,252.3843,309.37829999999997
0900306,49.124100000000006,268.27290000000005,328.85490000000004
0900500,126.0,406.0,509.0
0900700,113.0,419.0,462.0
0900900,48.266400000000004,309.7094,338.9477
0900901,39.936,256.25600000000003,280.448
0900902,47.0496,301.9016,330.40279999999996
0900903,44.928,288.28799999999995,315.50399999999996
0900904,44.241600000000005,283.8836,310.6838
0900905,46.955999999999996,301.301,329.7455
0900906,40.622400000000006,260.66040000000004,285.26820000000004
0901100,70.035,331.3975,333.42749999999995
0901101,67.965,321.6025,323.5725
0901300,45.0,225.0,271.0
0901500,41.0,232.0,247.0
1000101,56.079,240.597,282.204
1000102,75.1626,322.4718,378.2376
1000103,74.9115,321.3945,376.97400000000005
1000104,72.8469,312.5367,366.5844
1000200,93.0,272.0,357.0
1000300,104.0,570.0,504.0
1100101,69.7752,460.4106,766.2938
1100102,74.0916,488.8923,813.6979
1100103,68.3892,451.26509999999996,751.0722999999999
1100104,92.1492,608.0450999999999,1012.0123
1100105,91.5948,604.3869,1005.9237
1200101,56.9745,299.26,337.81850000000003
1200102,42.0255,220.73999999999998,249.1815
1200500,115.0,700.0,686.0
1200901,67.8576,376.0864,462.512
1200902,42.8331,237.3934,291.947
1200903,43.013999999999996,238.396,293.18
1200904,47.295300000000005,262.12420000000003,322.361
1201101,86.46000000000001,320.1825,432.0525
1201102,65.1856,241.3982,325.7414
1201103,60.784000000000006,225.098,303.74600000000004
1201104,70.74000000000001,261.96750000000003,353.4975
1201105,100.8176,373.3522,503.7994
1201106,99.036,366.7545,494.8965
1201107,60.1552,222.7694,300.6038
1201108,82.792,306.599,413.723
1201109,60.6792,224.7099,303.2223
1201110,67.596,250.3245,337.7865
1201111,79.8576,295.73220000000003,399.05940000000004
1201112,77.02799999999999,285.2535,384.91949999999997
1201113,70.21600000000001,260.02700000000004,350.879
1201114,66.548,246.4435,332.5495
1201500,54.0,278.0,408.0
1201701,34.0,202.0,314.0
1201900,48.0,292.0,421.0
1202101,76.99300000000001,257.50600000000003,383.3475
1202102,80.6106,269.6052,401.3595
1202103,80.3964,268.8888,400.293
1202300,42.0,221.0,324.0
1202700,41.1465,165.2375,293.879
1203101,50.368500000000004,278.3235,324.59700000000004
1203102,50.7006,280.1586,326.7372
1203103,43.8003,242.0293,282.2686
1203104,56.235600000000005,310.7436,362.40720000000005
1203105,52.656299999999995,290.9653,339.3406
1203106,48.597300000000004,268.53630000000004,313.18260000000004
1203107,66.6783,368.4473,429.70459999999997
1203301,34.1228,201.0278,247.3903
1203302,57.8772,340.9722,419.6097
1203500,40.234,176.574,232.55
1205301,48.0,269.0,315.0
1205701,59.0622,267.5438,345.6106
1205702,65.9649,298.8121,386.00269999999995
1205703,62.3838,282.5902,365.0474
1205704,65.2902,295.75579999999997,382.0546
1205705,61.8129,280.0041,361.7067
1205706,52.8342,239.33180000000002,309.1666
1205707,75.255,340.895,440.36499999999995
1205708,76.34490000000001,345.8321,446.7427
1206100,80.0,260.0,409.0
1206300,43.0,252.0,363.0
1206901,45.493,171.787,247.49550000000002
1206902,43.2652,198.2448,246.6327
1206903,66.2418,260.9682,363.87179999999995
1207101,61.4304,257.9688,335.9232
1207102,80.8012,339.3139,441.84959999999995
1207103,69.6148,292.3381,380.6784
1207104,51.5396,216.4337,281.8368
1207105,52.614000000000004,220.9455,287.712
1207300,49.5096,342.5256,412.2432
1207301,48.4904,335.4744,403.7568
1208101,51.9636,202.8579,281.8026
1208102,55.068,214.97699999999998,298.638
1208103,48.9684,191.1651,265.5594
1208301,32.0014,138.2702,217.6699
1208302,32.8918,142.1174,223.7263
1208303,41.1068,177.61239999999998,279.6038
1208500,143.0,389.0,517.0
1208601,57.1914,244.6929,283.1571
1208602,50.587599999999995,216.43859999999998,250.46139999999997
1208603,50.213800000000006,214.8393,248.6107
1208604,50.0892,214.3062,247.9938
1208605,52.705799999999996,225.5013,260.9487
1208606,50.463,215.90550000000002,249.8445
1208607,50.0892,214.3062,247.9938
1208608,56.319199999999995,240.9612,278.8388
1208609,50.463,215.90550000000002,249.8445
1208610,50.3384,215.3724,249.2276
1208611,50.463,215.90550000000002,249.8445
1208612,50.0892,214.3062,247.9938
1208613,50.587599999999995,216.43859999999998,250.46139999999997
1208614,50.587599999999995,216.43859999999998,250.46139999999997
1208615,51.4598,220.17030000000003,254.77970000000002
1208616,50.463,215.90550000000002,249.8445
1208617,51.086000000000006,218.571,252.929
1208618,53.0796,227.1006,262.7994
1208619,50.463,215.90550000000002,249.8445
1208620,50.3384,215.3724,249.2276
1208621,50.7122,216.9717,251.0783
1208622,51.2106,219.1041,253.5459
1208623,52.705799999999996,225.5013,260.9487
1208624,49.9646,213.77309999999997,247.37689999999998
1208700,158.0798,436.2403,395.7097
1208900,52.0,185.0,257.0
1209100,94.0,490.0,498.0
1209300,25.8535,126.7625,190.121
1209501,85.8585,337.025,330.837
1209502,82.4397,323.605,317.6634
1209503,71.7948,281.82,276.6456
1209504,84.92609999999999,333.365,327.2442
1209505,73.8927,290.055,284.7294
1209506,68.8422,270.23,265.2684
1209507,72.8826,286.09,280.8372
1209508,73.1157,287.005,281.7354
1209509,82.7505,324.825,318.861
1209510,80.49719999999999,315.98,310.1784
1209701,55.5786,331.226,320.5594
1209702,43.4214,258.774,250.4406
1209901,71.76180000000001,229.9836,333.4998
1209902,77.7876,249.2952,361.5036
1209903,98.604,316.008,458.24399999999997
1209904,85.9133,275.33660000000003,399.2663
1209905,86.735,277.97,403.085
1209906,103.169,330.63800000000003,479.459
1209907,79.431,254.56199999999998,369.14099999999996
1209908,73.7704,236.42079999999999,342.83439999999996
1209909,71.76180000000001,229.9836,333.4998
1209910,70.8488,227.0576,329.2568
1209911,93.2173,298.7446,433.21029999999996
1210101,33.7568,162.87040000000002,210.91840000000002
1210102,30.825,148.725,192.6
1210103,38.2641,184.6173,239.08079999999998
1210104,34.1678,164.8534,213.4864
1210301,63.388799999999996,273.492,329.085
1210302,58.081599999999995,250.594,301.53249999999997
1210303,56.593599999999995,244.17399999999998,293.8075
1210304,58.1808,251.022,302.0475
1210305,58.3296,251.664,302.82
1210306,59.2224,255.51600000000002,307.45500000000004
1210307,82.18719999999999,354.59799999999996,426.67749999999995
1210308,59.9664,258.726,311.3175
1210501,42.9865,231.37699999999998,339.27599999999995
1210502,39.2019,211.0062,309.4056
1210503,32.914100000000005,177.1618,259.77840000000003
1210504,33.8975,182.455,267.54
1210700,37.4737,156.53390000000002,239.4227
1210900,114.52629999999999,474.4661,467.5773
1211101,32.103,156.825,197.784
1211102,54.897,268.175,338.216
1211300,43.0,209.0,277.0
1211501,72.00179999999999,292.89419999999996,416.04659999999996
1211502,76.53229999999999,311.3237,442.2251
1211503,72.4659,294.7821,418.72830000000005
1211701,55.9662,218.3186,277.0579
1211702,54.745200000000004,213.5556,271.0134
1211703,54.7674,213.6422,271.12330000000003
1211704,56.499,220.397,279.6955
1212100,14.0,117.0,208.0
1212701,51.8364,233.60039999999998,297.33
1212702,59.6442,268.7862,342.11499999999995
1212703,61.1457,275.5527,350.72749999999996
1212704,55.1397,248.48669999999998,316.2775
1300100,41.0,350.0,362.0
1300200,20.0,169.0,182.0
1300300,25.0,203.0,273.0
1300401,81.7632,492.984,434.0664
1300402,54.236799999999995,327.01599999999996,287.9336
1300500,20.0,213.0,315.0
1300600,38.0,233.0,239.0
1300700,19.0,192.0,226.0
1300800,27.0,159.0,251.0
1300900,28.0,208.0,249.0
1301001,93.1362,379.2144,351.22589999999997
1301002,91.3376,371.8912,344.4432
1301003,92.0414,374.7568,347.0973
1301004,97.20259999999999,395.77119999999996,366.5607
1301005,125.9802,512.9424,475.08389999999997
1301006,93.3708,380.1696,352.11060000000003
1301007,94.4937,394.2789,370.2585
1301008,51.8523,253.1811,256.8969
1301100,21.0,132.0,248.0
1301200,10.0,219.0,313.0
1301300,17.0,185.0,282.0
1301400,39.0,383.0,393.0
1301500,29.0,298.0,275.0
1301600,36.0,228.0,312.0
1301700,58.0,429.0,458.0
1301800,21.0,167.0,281.0
1301900,25.0,225.0,307.0
1302001,55.9661,273.2677,277.2783
1302002,57.3783,280.16310000000004,284.2749
1302003,68.8294,336.0758,341.0082
1302004,61.1851,298.7507,303.13530000000003
1302100,51.0,188.0,250.0
1302200,23.0,150.0,206.0
1302300,16.0,192.0,222.0
1302400,78.0,257.0,368.0
1302500,38.0,270.0,333.0
1302600,19.0,185.0,260.0
1302700,21.0,162.0,194.0
1302800,44.0,273.0,340.0
1302900,31.0,171.0,199.0
1303001,65.3235,318.0705,355.5145
1303002,58.0368,282.5904,315.8576
1303003,57.5232,280.0896,313.0624
1303004,72.12870000000001,351.2061,392.5509
1303005,67.9878,331.04339999999996,370.0146
1303101,51.8292,178.5228,243.3093
1303102,56.1708,193.4772,263.6907
1303200,51.0,285.0,325.0
1303300,89.0,343.0,477.0
1303400,75.0,289.0,410.0
1303500,21.0,208.0,317.0
1303600,69.0,332.0,289.0
1303700,29.0,157.0,236.0
1303800,23.0,172.0,280.0
1303900,32.0,162.0,237.0
1304000,52.0,401.0,438.0
1304001,62.830799999999996,320.90999999999997,343.8804
1304002,49.9968,255.35999999999999,273.6384
1304003,66.7368,340.86,365.2584
1304004,47.988,245.1,262.644
1304005,54.7212,279.49,299.4956
1304006,89.7264,458.28,491.0832
1304100,37.0,224.0,268.0
1304200,20.0,149.0,242.0
1304300,42.0,314.0,333.0
1304400,34.0,219.0,250.0
1304500,26.0,161.0,213.0
1304600,106.1956,432.3872,400.4742
1305001,10.1712,147.0586,159.7726
1305002,13.828800000000001,199.94140000000002,217.22740000000002
1306001,24.1374,173.8878,188.6658
1306002,24.862599999999997,179.11219999999997,194.33419999999998
1500100,196.0,680.0,684.0
1500200,73.0,419.0,386.0
1500301,26.8986,258.71369999999996,264.75
1500302,30.683200000000003,295.1144,302.0
1500303,28.6766,275.8147,282.25
1500304,32.334199999999996,310.9939,318.25
1500305,30.5308,293.6486,300.5
1500306,37.744400000000006,363.0298,371.5
1500307,38.735,372.5575,381.25
1500308,28.397199999999998,273.12739999999997,279.5
1600100,71.605,307.33500000000004,317.125
1600200,99.395,367.66499999999996,361.875
1600300,124.0,284.0,265.0
1600400,41.460300000000004,191.50889999999998,238.6088
1600500,24.7314,167.967,190.0128
1600600,43.3143,215.9043,246.339
1600701,61.755,266.0835,288.1005
